time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-02-02T13:23:26.380Z,42.58,23.973,10,2.9,ml,,,,0.4,us,usp00067w6,2014-11-07T00:54:54.927Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-26T13:42:49.240Z,42.577,24.032,5,2.9,ml,,,,0.7,us,usp00067fy,2014-11-07T00:54:50.752Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-26T02:48:36.200Z,41.615,23.038,5,2,ml,,,,0.5,us,usp00067f2,2014-11-07T00:54:50.647Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-25T10:30:13.640Z,41.299,28.647,5,2.7,ml,,,,0.7,us,usp00067dp,2014-11-07T00:54:50.465Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-01-21T12:33:35.900Z,41.376,22.507,10,2.3,ml,,,,0.7,us,usp0006759,2014-11-07T00:54:49.590Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-01-20T14:11:08.510Z,41.353,24.301,5,2.2,ml,,,,0.4,us,usp000672m,2014-11-07T00:54:49.284Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-01-18T19:59:43.930Z,41.768,23.094,5,2.2,ml,,,,0.7,us,usp00066wc,2014-11-07T00:54:48.304Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-14T13:24:53.080Z,42.87,24.189,10,3,ml,,,,1.7,us,usp00066ex,2014-11-07T00:54:46.848Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-12T18:20:44.380Z,41.428,23.073,10,2.2,ml,,,,1,us,usp00066ce,2014-11-07T00:54:46.538Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-11T01:59:32.640Z,41.682,24.242,10,3.7,ml,,,,1,us,usp00066af,2014-11-07T00:54:46.246Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-07T13:27:55.080Z,42.543,24.122,10,3.2,ml,,,,0.7,us,usp0006650,2014-11-07T00:54:44.554Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-05T20:24:03.720Z,41.599,23.982,5,2.4,ml,,,,0.8,us,usp000662u,2014-11-07T00:54:44.133Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-05T13:15:51.990Z,42.257,23.694,10,3.2,ml,,,,1.1,us,usp000662a,2014-11-07T00:54:43.915Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-05T02:37:49.090Z,41.422,23.045,10,2.7,ml,,,,0.9,us,usp000661h,2014-11-07T00:54:43.736Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-03T02:24:20.510Z,41.449,23.059,5,2.5,ml,,,,0.3,us,usp00065yg,2014-11-07T00:54:42.609Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-01-02T07:53:25.980Z,41.367,28.807,10,2.8,ml,,,,0.1,us,usp00065xy,2014-11-07T00:54:42.343Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-12-30T14:59:43.540Z,41.847,23.252,5,2.7,ml,,,,0.5,us,usp00065uf,2014-11-07T00:54:39.257Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-30T03:35:38.490Z,41.835,25.152,10,2.9,ml,,,,1.1,us,usp00065ts,2014-11-07T00:54:39.061Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-25T03:22:32.700Z,41.468,23.059,10,2.9,ml,,,,0.5,us,usp00065jq,2014-11-07T00:54:38.124Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-24T12:24:06.580Z,41.596,22.355,10,2.4,ml,,,,0.4,us,usp00065hx,2014-11-07T00:54:37.989Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-12-22T19:49:14.830Z,41.289,23.332,5,2.5,ml,,,,0.3,us,usp00065fu,2014-11-07T00:54:37.716Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-12-22T18:18:43.780Z,41.485,23.087,5,2.9,ml,,,,0.4,us,usp00065fn,2014-11-07T00:54:37.695Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-22T00:51:26.290Z,41.473,23.015,10,2.8,ml,,,,0.9,us,usp00065et,2014-11-07T00:54:37.604Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-21T17:40:20.230Z,41.498,22.927,5,1.9,ml,,,,0.5,us,usp00065eg,2014-11-07T00:54:37.584Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-12-21T12:33:54.240Z,41.36,23.079,5,2.3,ml,,,,0.7,us,usp00065e7,2014-11-07T00:54:37.521Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-20T22:45:50.160Z,42.442,24.818,5,2.9,ml,,,,0.5,us,usp00065dg,2014-11-07T00:54:37.462Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-19T15:08:40.420Z,41.347,23.107,5,2.3,ml,,,,0.6,us,usp00065bn,2014-11-07T00:54:37.209Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-19T02:31:10.340Z,41.778,22.88,10,2.1,ml,,,,0.4,us,usp00065b4,2014-11-07T00:54:37.132Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-12-18T20:24:45.710Z,41.425,23.022,5,2.7,ml,,,,0.4,us,usp00065au,2014-11-07T00:54:37.066Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-18T12:31:15.920Z,41.666,23.953,5,2.4,ml,,,,0.3,us,usp00065a9,2014-11-07T00:54:36.924Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-17T18:02:01.240Z,41.476,23.062,10,2.4,ml,,,,0.3,us,usp0006597,2014-11-07T00:54:36.424Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-17T01:11:12.440Z,41.394,23.092,10,2.3,ml,,,,0.5,us,usp000657w,2014-11-07T00:54:36.288Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-17T00:37:53.700Z,41.439,23.074,10,2.1,ml,,,,0.3,us,usp000657s,2014-11-07T00:54:36.273Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-16T22:32:10.100Z,41.751,22.675,10,2.6,ml,,,,0.7,us,usp000657m,2014-11-07T00:54:36.252Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-12-16T14:59:56.960Z,41.452,23.053,8.1,2.9,ml,,,,0.8,us,usp0006579,2014-11-07T00:54:36.169Z,Bulgaria,earthquake,,3.5,,,reviewed,us,the
1993-12-16T12:21:43.000Z,41.564,23.025,10,2.3,ml,,,,0.4,us,usp0006573,2014-11-07T00:54:36.140Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-16T10:52:27.260Z,41.475,23.059,10,2.4,ml,,,,0.3,us,usp000656x,2014-11-07T00:54:36.117Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-16T09:36:09.800Z,41.385,23.048,10,2.1,ml,,,,0.5,us,usp000656u,2014-11-07T00:54:36.109Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-16T09:32:03.030Z,41.459,23.066,10,2.9,ml,,,,0.5,us,usp000656t,2014-11-07T00:54:36.106Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-12-16T09:22:15.630Z,41.473,23.079,10,4.5,mb,,,,1.1,us,usp000656s,2014-11-07T00:54:36.097Z,Bulgaria,earthquake,,,,14,reviewed,us,us
1993-12-16T09:11:32.560Z,41.589,23.023,10,2.1,ml,,,,0.4,us,usp000656r,2014-11-07T00:54:36.096Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-15T13:21:33.680Z,42.548,23.986,10,3.2,ml,,,,1.4,us,usp000655s,2014-11-07T00:54:35.991Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-14T18:19:55.100Z,41.63,24.217,10,2.5,ml,,,,0.5,us,usp000654x,2014-11-07T00:54:35.891Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-12-12T17:21:26.200Z,41.514,28.823,27.6,4.8,mb,,,,1,us,usp000651y,2014-11-07T00:54:35.524Z,western Turkey,earthquake,,,,20,reviewed,us,us
1993-12-02T12:38:07.380Z,41.541,22.332,10,2.2,ml,,,,0.5,us,usp00064j8,2014-11-07T00:54:31.658Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-11-30T14:11:37.380Z,41.347,24.347,5,2.3,ml,,,,0.6,us,usp00064fk,2014-11-07T00:54:28.226Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-11-28T04:16:07.300Z,41.33,22.63,5,2,ml,,,,0.5,us,usp00064c0,2014-11-07T00:54:27.831Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-11-27T13:51:45.080Z,41.336,22.643,5,2.4,ml,,,,0.6,us,usp00064aw,2014-11-07T00:54:27.731Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-11-24T13:29:06.900Z,42.582,24.186,10,2.9,ml,,,,0.5,us,usp000645d,2014-11-07T00:54:27.046Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-11-21T05:42:50.340Z,41.302,22.625,5,2.4,ml,,,,0.5,us,usp00063zt,2014-11-07T00:54:26.095Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-11-13T19:36:56.930Z,41.894,22.634,13,3,ml,,,,0.7,us,usp00063nt,2014-11-07T00:54:24.729Z,Macedonia,earthquake,,2.6,,,reviewed,us,sko
1993-11-12T13:08:45.520Z,41.627,22.295,10,2.2,ml,,,,1,us,usp00063kp,2014-11-07T00:54:24.386Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-11-11T09:29:24.450Z,41.966,23.167,10,2,ml,,,,0.4,us,usp00063h9,2014-11-07T00:54:24.087Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-11-07T12:04:53.850Z,41.751,27.302,10,3.1,ml,,,,0.6,us,usp00063am,2014-11-07T00:54:22.646Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-10-29T13:20:32.530Z,42.536,23.968,10,2.8,ml,,,,0.7,us,usp00062w9,2014-11-07T00:54:16.118Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-27T13:27:11.330Z,42.712,24.159,5,3.1,ml,,,,0.7,us,usp00062sy,2014-11-07T00:54:15.698Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-26T18:47:27.510Z,42.021,25.24,10,3.3,ml,,,,1.1,us,usp00062rk,2014-11-07T00:54:15.585Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-25T12:15:08.480Z,41.788,27.516,5,3,ml,,,,0.6,us,usp00062nh,2014-11-07T00:54:15.309Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-10-22T14:44:22.450Z,41.678,27.409,10,3,ml,,,,0.8,us,usp00062fc,2014-11-07T00:54:14.395Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-10-22T11:39:21.280Z,41.943,26.558,10,3.1,ml,,,,0.2,us,usp00062ey,2014-11-07T00:54:14.357Z,Bulgaria,earthquake,,,,,reviewed,us,isk
1993-10-21T13:15:15.200Z,42.489,23.971,10,2.9,ml,,,,0.6,us,usp00062cu,2014-11-07T00:54:14.069Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-21T12:16:08.260Z,41.353,24.262,5,2.3,ml,,,,0.6,us,usp00062cr,2014-11-07T00:54:14.064Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-10-15T14:56:04.180Z,41.634,27.671,10,2.8,ml,,,,0.6,us,usp000621x,2014-11-07T00:54:12.744Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-10-12T12:46:08.470Z,42.766,23.767,10,3.2,ml,,,,0.5,us,usp00061v2,2014-11-07T00:54:11.951Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-11T23:18:05.720Z,41.891,23.129,10,3.3,ml,,,,1.6,us,usp00061ua,2014-11-07T00:54:11.868Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-07T20:37:30.060Z,41.377,22.632,5,2.4,ml,,,,1,us,usp00061mu,2014-11-07T00:54:11.017Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-10-06T13:27:54.130Z,42.696,24.054,5,3,ml,,,,1.4,us,usp00061k0,2014-11-07T00:54:10.849Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-10-05T14:09:05.300Z,41.552,22.332,10,2.3,ml,,,,0.6,us,usp00061h9,2014-11-07T00:54:10.694Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-10-03T07:42:24.390Z,41.713,27.391,10,3,ml,,,,0.5,us,usp00061dd,2014-11-07T00:54:09.458Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-10-01T13:40:28.940Z,41.317,24.339,5,2.3,ml,,,,0.7,us,usp00061av,2014-11-07T00:54:08.014Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-09-28T13:36:16.120Z,42.475,24.196,10,2.8,ml,,,,0.2,us,usp000615y,2014-11-07T00:54:03.327Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-27T15:27:21.490Z,41.819,27.56,10,2.8,ml,,,,0.6,us,usp000614n,2014-11-07T00:54:03.225Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-09-22T12:20:08.310Z,42.347,23.985,10,3,ml,,,,0.5,us,usp00060v6,2014-11-07T00:54:01.668Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-20T13:21:00.840Z,41.895,24.76,10,2.9,ml,,,,1.1,us,usp00060ph,2014-11-07T00:53:59.783Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-17T12:19:21.950Z,42.576,23.928,10,3.2,ml,,,,0.6,us,usp00060hg,2014-11-07T00:53:58.779Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-15T12:16:02.440Z,42.605,24.121,10,3.1,ml,,,,1.6,us,usp00060de,2014-11-07T00:53:58.369Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-13T20:34:40.490Z,41.684,24.076,10,2.7,ml,,,,1,us,usp000609p,2014-11-07T00:53:57.770Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-10T12:16:25.460Z,42.383,24.026,5,3.3,ml,,,,1.5,us,usp000602c,2014-11-07T00:53:56.542Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-08T12:19:17.560Z,42.146,24.067,10,3.3,ml,,,,1.1,us,usp0005zyj,2014-11-07T00:53:56.178Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-03T12:18:30.460Z,43.176,24.995,5,3.1,ml,,,,1.1,us,usp0005zpe,2014-11-07T00:53:54.328Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-01T12:22:11.070Z,42.343,24.039,5,3.4,ml,,,,1.2,us,usp0005zk2,2014-11-07T00:53:53.135Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-09-01T11:30:07.540Z,42.275,23.904,5,3,ml,,,,1,us,usp0005zjx,2014-11-07T00:53:52.839Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-08-31T14:42:43.000Z,41.362,24.35,5,2.2,ml,,,,1.1,us,usp0005zhh,2014-11-07T00:53:50.170Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-08-31T11:08:52.500Z,41.839,22.867,10,2.7,ml,,,,0.6,us,usp0005zh6,2014-11-07T00:53:50.148Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-08-31T02:15:56.580Z,41.909,23.036,9.6,3.1,ml,,,,1.3,us,usp0005zgn,2014-11-07T00:53:50.049Z,Bulgaria,earthquake,,5.7,,,reviewed,us,the
1993-08-27T13:48:06.980Z,41.331,27.767,10,2.8,ml,,,,0.6,us,usp0005zb6,2014-11-07T00:53:49.360Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-08-27T12:30:55.810Z,42.54,24.137,5,2.8,ml,,,,1.4,us,usp0005zb0,2014-11-07T00:53:49.346Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-08-26T17:29:40.070Z,43.235,25.813,10,3.5,ml,,,,0.7,us,usp0005z98,2014-11-07T00:53:48.952Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-08-24T11:51:00.650Z,42.902,25.207,33,3.1,ml,,,,1.3,us,usp0005z4d,2014-11-07T00:53:48.255Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-08-23T14:46:56.180Z,41.373,24.321,5,2.3,ml,,,,0.4,us,usp0005z2b,2014-11-07T00:53:47.884Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-08-18T11:36:36.490Z,41.536,22.332,5,2.1,ml,,,,0.5,us,usp0005ysf,2014-11-07T00:53:45.770Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-08-17T12:36:30.930Z,41.413,22.36,5,2.5,ml,,,,0.9,us,usp0005yr0,2014-11-07T00:53:45.632Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-08-17T11:35:23.970Z,42.777,24.112,5,3.2,ml,,,,0.6,us,usp0005yqv,2014-11-07T00:53:45.625Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-08-16T12:37:06.780Z,42.647,23.973,10,2.8,ml,,,,1.2,us,usp0005yp0,2014-11-07T00:53:45.405Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-07-30T12:50:24.530Z,41.41,24.31,10,2.4,ml,,,,0.6,us,usp0005xpc,2014-11-07T00:53:34.725Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-07-28T12:17:30.620Z,42.551,23.944,10,2.9,ml,,,,0.6,us,usp0005xj6,2014-11-07T00:53:34.327Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-07-20T11:55:24.430Z,41.342,22.492,10,1.8,ml,,,,0.1,us,usp0005x1c,2014-11-07T00:53:32.170Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-07-19T19:24:19.800Z,41.426,22.82,5,1.1,ml,,,,0.5,us,usp0005wzc,2014-11-07T00:53:31.963Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-07-05T12:33:17.110Z,41.498,27.51,10,3.1,ml,,,,0.8,us,usp0005vn6,2014-11-07T00:53:25.035Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-07-01T07:31:00.300Z,41.595,27.418,10,3,ml,,,,0.4,us,usp0005vfb,2014-11-07T00:53:22.707Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-06-20T08:19:29.340Z,41.326,24.049,10,2.5,ml,,,,0.5,us,usp0005uws,2014-11-07T00:53:17.430Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-06-16T10:15:23.900Z,41.451,29.221,10,2.8,ml,,,,0.4,us,usp0005up5,2014-11-07T00:53:15.469Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-06-15T13:40:27.080Z,41.922,23.463,10,2.8,ml,,,,0.6,us,usp0005umh,2014-11-07T00:53:15.282Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-11T16:44:33.780Z,41.309,23.491,10,2.1,ml,,,,0.6,us,usp0005udc,2014-11-07T00:53:13.813Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-06-11T12:12:10.840Z,42.532,23.97,10,3,ml,,,,0.4,us,usp0005ucy,2014-11-07T00:53:13.104Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-11T10:39:52.750Z,41.479,29.233,10,2.8,ml,,,,0.2,us,usp0005ucs,2014-11-07T00:53:13.094Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-06-11T09:29:47.550Z,41.799,27.728,10,3,ml,,,,0.4,us,usp0005ucm,2014-11-07T00:53:13.088Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-06-11T09:27:22.370Z,41.908,22.806,10,2,ml,,,,0.7,us,usp0005uck,2014-11-07T00:53:13.086Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-06-09T12:28:33.920Z,42.907,23.771,10,3.1,ml,,,,0.9,us,usp0005u90,2014-11-07T00:53:12.119Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-07T18:02:14.290Z,41.935,23.751,10,2.3,ml,,,,0.8,us,usp0005u66,2014-11-07T00:53:11.717Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-07T12:51:50.900Z,41.361,24.347,5,2.2,ml,,,,0.5,us,usp0005u5x,2014-11-07T00:53:11.671Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-06-05T23:20:09.010Z,41.417,24.543,10,3.1,ml,,,,0.5,us,usp0005u2t,2014-11-07T00:53:11.177Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1993-06-04T12:25:05.260Z,42.571,24.171,10,3,ml,,,,0.4,us,usp0005u0a,2014-11-07T00:53:10.661Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-02T12:14:22.030Z,42.528,24.003,5,3,ml,,,,1.4,us,usp0005tx0,2014-11-07T00:53:09.498Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-06-02T07:40:56.490Z,41.661,22.356,10,2.2,ml,,,,0.5,us,usp0005twm,2014-11-07T00:53:09.285Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-05-28T11:33:57.930Z,41.826,22.619,10,2.1,ml,,,,1.4,us,usp0005tms,2014-11-07T00:53:05.304Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-05-24T14:14:32.110Z,41.842,22.864,10,2.7,ml,,,,0.7,us,usp0005tdp,2014-11-07T00:53:03.865Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-05-24T09:46:27.530Z,41.675,27.464,10,2.8,ml,,,,0.7,us,usp0005tcy,2014-11-07T00:53:03.803Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-05-22T05:04:42.520Z,41.448,23.144,10,2.7,ml,,,,0.4,us,usp0005t8q,2014-11-07T00:53:03.199Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-05-21T07:41:38.250Z,41.407,23.111,10,1.3,ml,,,,0.7,us,usp0005t77,2014-11-07T00:53:03.090Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-05-15T18:46:34.870Z,41.976,23.015,10,2.2,ml,,,,0.2,us,usp0005suq,2014-11-07T00:53:00.694Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-05-08T10:31:53.280Z,41.819,27.842,10,3,ml,,,,0.2,us,usp0005sdx,2014-11-07T00:52:59.019Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-05-07T03:02:22.880Z,41.749,22.81,10,2.1,ml,,,,0.7,us,usp0005sbp,2014-11-07T00:52:58.327Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-04-30T13:45:00.330Z,41.634,22.314,10,2.5,ml,,,,0.7,us,usp0005s01,2014-11-07T00:52:53.109Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-04-30T13:43:56.730Z,41.579,22.333,10,2.1,ml,,,,0.4,us,usp0005s00,2014-11-07T00:52:53.108Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-04-28T11:54:19.130Z,41.681,22.282,10,2,ml,,,,0.4,us,usp0005rwr,2014-11-07T00:52:52.756Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-04-27T14:43:09.640Z,41.556,28.415,10,2.8,md,,,,0.4,us,usp0005rux,2014-11-07T00:52:52.519Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-04-27T12:21:42.290Z,42.497,24.143,10,3,ml,,,,1.2,us,usp0005ruq,2014-11-07T00:52:52.489Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-04-23T12:31:19.680Z,42.887,23.996,10,3.1,ml,,,,0.8,us,usp0005rnt,2014-11-07T00:52:51.751Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-04-21T16:54:02.990Z,43.089,27.428,28.8,3.9,mb,,,,0.9,us,usp0005rj1,2014-11-07T00:52:51.291Z,Bulgaria,earthquake,,2.8,,10,reviewed,us,us
1993-04-10T18:21:27.110Z,42.052,25.671,10,2.9,ml,,,,1.2,us,usp0005qzg,2014-11-07T00:52:48.293Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-04-09T12:56:20.470Z,42.009,24.41,10,2.5,ml,,,,0.3,us,usp0005qxa,2014-11-07T00:52:48.117Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-04-06T19:58:50.590Z,41.965,23.082,10,2.1,ml,,,,0.8,us,usp0005qs3,2014-11-07T00:52:46.844Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1993-04-03T04:52:59.920Z,41.829,22.863,10,3.2,ml,,,,0.5,us,usp0005qk5,2014-11-07T00:52:45.036Z,Macedonia,earthquake,,,,,reviewed,us,sko
1993-04-03T04:50:44.670Z,41.647,22.844,10,2.7,ml,,,,0.6,us,usp0005qk4,2014-11-07T00:52:45.032Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-03-27T23:53:36.230Z,41.434,23.013,10,1.5,ml,,,,0.8,us,usp0005q7s,2014-11-07T00:52:39.654Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-27T15:41:58.960Z,41.595,22.671,10,2.4,ml,,,,0.5,us,usp0005q7b,2014-11-07T00:52:39.623Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-03-12T22:59:21.540Z,41.346,22.803,10,2.2,ml,,,,0.6,us,usp0005pds,2014-11-07T00:52:35.037Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-03-11T15:25:02.780Z,41.676,22.806,10,2.5,ml,,,,0.8,us,usp0005pb9,2014-11-07T00:52:34.661Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-03-10T13:17:24.110Z,42.43,24.166,10,2.8,ml,,,,0.5,us,usp0005p92,2014-11-07T00:52:34.292Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-10T12:31:55.870Z,42.83,24.563,10,3,ml,,,,0.7,us,usp0005p90,2014-11-07T00:52:34.256Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-08T02:43:49.670Z,42.059,23.645,10,2.6,ml,,,,0.6,us,usp0005p5d,2014-11-07T00:52:33.620Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-07T15:15:40.320Z,41.679,22.926,10,2.7,ml,,,,0.4,us,usp0005p4v,2014-11-07T00:52:33.559Z,Macedonia,earthquake,,,,,reviewed,us,the
1993-03-05T13:56:00.280Z,42.447,24.247,10,3.2,ml,,,,1.1,us,usp0005p14,2014-11-07T00:52:32.413Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-02T12:47:23.130Z,42.621,24.199,10,3.3,ml,,,,0.9,us,usp0005nvx,2014-11-07T00:52:30.970Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-03-02T10:09:43.240Z,41.905,27.445,10,3,md,,,,0.8,us,usp0005nvm,2014-11-07T00:52:30.910Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-02-26T12:55:17.960Z,42.242,23.934,10,2.7,ml,,,,0.9,us,usp0005nq1,2014-11-07T00:52:27.433Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-02-24T13:18:56.650Z,42.376,24.169,10,2.8,ml,,,,0.7,us,usp0005nm7,2014-11-07T00:52:27.056Z,Bulgaria,earthquake,,,,,reviewed,us,the
1993-02-24T09:28:01.650Z,41.489,29.28,10,2.9,md,,,,0.4,us,usp0005nkp,2014-11-07T00:52:26.935Z,western Turkey,earthquake,,,,,reviewed,us,isk
1993-02-22T17:58:45.040Z,41.541,23.158,10,2.6,ml,,,,0.9,us,usp0005ngp,2014-11-07T00:52:26.583Z,Bulgaria,earthquake,,,,,reviewed,us,the
